заболеть	<div style="font-size:1.5em; margin-bottom: 0.5em;">заболеть</div>I, -ю, -ешь, -ют <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">មាន</span><span style="color:#4ec9b0;font-weight:bold;">ជម្ងឺ</span></b>; <b>он заболел гриппом</b> <b><span style="color:#c586c0;font-weight:bold;">គាត់</span><span style="color:#dcdcaa;font-weight:bold;">មាន</span><span style="color:#ce9178;font-weight:bold;">ជម្ងឺ</span><span style="color:#569cd6;font-weight:bold;">គ្រុន</span>, <span style="color:#4ec9b0;font-weight:bold;">គាត់</span> <span style="color:#c586c0;font-weight:bold;">បាន</span> <span style="color:#dcdcaa;font-weight:bold;">គ្រុន</span></b>; II, -ит, -ят <i>сов. (тк. 3 л.)</i> <b><span style="color:#ce9178;font-weight:bold;">ឈឺ</span></b>; <b>у меня заболела голова</b> <b><span style="color:#569cd6;font-weight:bold;">ខ្ញុំ</span> <span style="color:#4ec9b0;font-weight:bold;">បាន</span> <span style="color:#c586c0;font-weight:bold;">ឈឺក្បាល</span></b>
забор	<div style="font-size:1.5em; margin-bottom: 0.5em;">забор</div>, -а <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">របង</span></b>; <b>деревянный забор</b> <b><span style="color:#4ec9b0;font-weight:bold;">របង</span> <span style="color:#c586c0;font-weight:bold;">ឈើ</span></b>
забота	<div style="font-size:1.5em; margin-bottom: 0.5em;">забота</div>, -ы <i>ж</i> <b><span style="color:#569cd6;font-weight:bold;">ការ</span> <span style="color:#4ec9b0;font-weight:bold;">យកចិត្ត</span> <span style="color:#c586c0;font-weight:bold;">ទុកដាក់</span>, <span style="color:#dcdcaa;font-weight:bold;">ការថែទាំ</span><span style="color:#ce9178;font-weight:bold;">រក្សា</span>, <span style="color:#569cd6;font-weight:bold;">ការ</span><span style="color:#4ec9b0;font-weight:bold;">បីបាច់រក្សា</span></b>; <b>забота о человеке</b> <b><span style="color:#c586c0;font-weight:bold;">ការ</span> <span style="color:#dcdcaa;font-weight:bold;">យកចិត្ត</span> <span style="color:#ce9178;font-weight:bold;">ទុកដាក់</span> <span style="color:#569cd6;font-weight:bold;">ដល់</span><span style="color:#4ec9b0;font-weight:bold;">មនុស្ស</span></b>; <b>проявлять заботу</b> <b><span style="color:#c586c0;font-weight:bold;">យកចិត្តទុកដាក់</span><span style="color:#dcdcaa;font-weight:bold;">ដល់</span>, <span style="color:#ce9178;font-weight:bold;">ថែទាំ</span><span style="color:#569cd6;font-weight:bold;">រក្សា</span></b> ◇ <b>жить без забот</b> <b><span style="color:#4ec9b0;font-weight:bold;">រស់</span> <span style="color:#c586c0;font-weight:bold;">នៅ</span> <span style="color:#dcdcaa;font-weight:bold;">គ្មាន</span> <span style="color:#ce9178;font-weight:bold;">គិត</span> <span style="color:#569cd6;font-weight:bold;">ពី</span> <span style="color:#4ec9b0;font-weight:bold;">អ្វី</span></b>
заботиться	<div style="font-size:1.5em; margin-bottom: 0.5em;">заботиться</div>, -чусь, -тишься, -тятся <i>несов.</i>; <b>позабо|титься</b>, -чусь, -тишься, -тятся <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">ថែទាំ</span><span style="color:#4ec9b0;font-weight:bold;">រក្សា</span>, <span style="color:#c586c0;font-weight:bold;">បីបាច់រក្សា</span>, <span style="color:#dcdcaa;font-weight:bold;">គិត</span> <span style="color:#ce9178;font-weight:bold;">ពារ</span> <span style="color:#569cd6;font-weight:bold;">បារម្ភ</span></b>; <b>заботиться о детях</b> <b><span style="color:#4ec9b0;font-weight:bold;">បីបាច់</span> <span style="color:#c586c0;font-weight:bold;">រក្សា</span> <span style="color:#dcdcaa;font-weight:bold;">ដល់</span> <span style="color:#ce9178;font-weight:bold;">កុមារ</span> <span style="color:#569cd6;font-weight:bold;">ទាំងឡាយ</span></b>; <b>заботиться о здоровье</b> <b><span style="color:#4ec9b0;font-weight:bold;">ថែរក្សា</span><span style="color:#c586c0;font-weight:bold;">ដល់</span><span style="color:#dcdcaa;font-weight:bold;">សុខភាព</span></b>; <b>ни о чём не заботиться</b> <b><span style="color:#ce9178;font-weight:bold;">គ្មាន</span><span style="color:#569cd6;font-weight:bold;">គិត</span><span style="color:#4ec9b0;font-weight:bold;">បារម្ភ</span><span style="color:#c586c0;font-weight:bold;">ដល់</span><span style="color:#dcdcaa;font-weight:bold;">អ្វី</span><span style="color:#ce9178;font-weight:bold;">សោះតែ</span><span style="color:#569cd6;font-weight:bold;">ម្ដង</span></b>
забывать	<div style="font-size:1.5em; margin-bottom: 0.5em;">забывать</div>, -ю, -ешь, -ют <i>несов.</i>; <b>забыть</b>, <b>забуд|у</b>, -ешь, -ут <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">ភ្លេច</span>, <span style="color:#4ec9b0;font-weight:bold;">បំភ្លេច</span></b>; <b>забыть адрес</b> <b><span style="color:#c586c0;font-weight:bold;">ភ្លេច</span> <span style="color:#dcdcaa;font-weight:bold;">អាសយដ្ឋាន</span> </b>; <b>забыть послать письмо</b> <b><span style="color:#ce9178;font-weight:bold;">ភ្លេច</span><span style="color:#569cd6;font-weight:bold;">ផ្ញើសំបុត្រ</span></b>; <b>он забыл дома зонтик</b> <b><span style="color:#4ec9b0;font-weight:bold;">គាត់</span> <span style="color:#c586c0;font-weight:bold;">បាន</span> <span style="color:#dcdcaa;font-weight:bold;">ភ្លេច</span><span style="color:#ce9178;font-weight:bold;">ឆត្រ</span> <span style="color:#569cd6;font-weight:bold;">នៅ</span> <span style="color:#4ec9b0;font-weight:bold;">ផ្ទះ</span></b>; <b>я забыл, что надо купить молока</b> <b><span style="color:#c586c0;font-weight:bold;">ខ្ញុំ</span> <span style="color:#dcdcaa;font-weight:bold;">បាន</span> <span style="color:#ce9178;font-weight:bold;">ភ្លេច</span><span style="color:#569cd6;font-weight:bold;">គិតថា</span> <span style="color:#4ec9b0;font-weight:bold;">ខ្ញុំ</span><span style="color:#c586c0;font-weight:bold;">ត្រូវ</span> <span style="color:#dcdcaa;font-weight:bold;">ទិញ</span> <span style="color:#ce9178;font-weight:bold;">ទឹកដោះគោ</span></b>
забыть	<div style="font-size:1.5em; margin-bottom: 0.5em;">забыть</div><i>см.</i> <b>забывать</b>
завидовать	<div style="font-size:1.5em; margin-bottom: 0.5em;">завидовать</div>, -ую, -уешь, -уют <i>несов.</i>; <b>позавид|овать</b>, -ую, -уешь, -уют <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">ច្រណែន</span></b>; <b>завидовать чьим-л. успехам</b> <b><span style="color:#4ec9b0;font-weight:bold;">ច្រណែន</span> <span style="color:#c586c0;font-weight:bold;">ឃើញ</span> <span style="color:#dcdcaa;font-weight:bold;">គេ</span> <span style="color:#ce9178;font-weight:bold;">បាន</span> <span style="color:#569cd6;font-weight:bold;">ទទួល</span> <span style="color:#4ec9b0;font-weight:bold;">ជោគជ័យ</span></b>
зависеть	<div style="font-size:1.5em; margin-bottom: 0.5em;">зависеть</div>, -шу, -сишь, -сят <i>несов.</i> <b><span style="color:#569cd6;font-weight:bold;">អាស្រ័យ</span> <span style="color:#4ec9b0;font-weight:bold;">នៅ</span> <span style="color:#c586c0;font-weight:bold;">លើ</span>, <span style="color:#dcdcaa;font-weight:bold;">ជាប់</span><span style="color:#ce9178;font-weight:bold;">ទាក់ទង</span><span style="color:#569cd6;font-weight:bold;">នឹង</span></b>; <b>зависеть от родителей</b> <b><span style="color:#4ec9b0;font-weight:bold;">អាស្រ័យ</span> <span style="color:#c586c0;font-weight:bold;">នៅ</span> <span style="color:#dcdcaa;font-weight:bold;">លើ</span><span style="color:#ce9178;font-weight:bold;">ឪពុក</span><span style="color:#569cd6;font-weight:bold;">ម្តាយ</span></b>; <b>это от меня не зависит</b> <b><span style="color:#4ec9b0;font-weight:bold;">រឿង</span><span style="color:#c586c0;font-weight:bold;">នេះ</span> <span style="color:#dcdcaa;font-weight:bold;">មិនមែន</span><span style="color:#ce9178;font-weight:bold;">អាស្រ័យ</span> <span style="color:#569cd6;font-weight:bold;">នៅ</span> <span style="color:#4ec9b0;font-weight:bold;">លើ</span><span style="color:#c586c0;font-weight:bold;">ខ្ញុំ</span><span style="color:#dcdcaa;font-weight:bold;">ទេ</span></b>
завод	<div style="font-size:1.5em; margin-bottom: 0.5em;">завод</div>, -а <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">រោងចក្រ</span></b>; <b>автомобильный завод</b> <b><span style="color:#4ec9b0;font-weight:bold;">រោងចក្រ</span><span style="color:#c586c0;font-weight:bold;">រថយន្ត</span></b>; <b>работать на заводе</b> <b><span style="color:#dcdcaa;font-weight:bold;">ធ្វើការ</span> <span style="color:#ce9178;font-weight:bold;">នៅ</span> <span style="color:#569cd6;font-weight:bold;">រោងចក្រ</span></b>
завоевать	<div style="font-size:1.5em; margin-bottom: 0.5em;">завоевать</div><i>см.</i> <b>завоёвывать</b>
завоёвывать	<div style="font-size:1.5em; margin-bottom: 0.5em;">завоёвывать</div>, -ю, -ешь, -ют <i>несов.</i>; <b>завоева|ть</b>, <b>завою|ю</b>, -ешь, -ют <i>сов.</i> 1. <b><span style="color:#569cd6;font-weight:bold;">វាយ</span><span style="color:#4ec9b0;font-weight:bold;">ដណ្តើម</span><span style="color:#c586c0;font-weight:bold;">យក</span></b>; <b>завоевать страну</b> <b><span style="color:#dcdcaa;font-weight:bold;">វាយ</span><span style="color:#ce9178;font-weight:bold;">ដណ្តើម</span><span style="color:#569cd6;font-weight:bold;">យក</span><span style="color:#4ec9b0;font-weight:bold;">ប្រទេស</span></b> 2. <i>перен.</i> <b><span style="color:#c586c0;font-weight:bold;">ធ្វើអោយ</span>, <span style="color:#dcdcaa;font-weight:bold;">ដណ្ដើមយក</span> <span style="color:#ce9178;font-weight:bold;">បាន</span></b>; <b>завоевать доверие</b> <b><span style="color:#569cd6;font-weight:bold;">ធ្វើអោយ</span><span style="color:#4ec9b0;font-weight:bold;">មានការ</span><span style="color:#c586c0;font-weight:bold;">ទុកចិត្ត</span></b>; <b>завоёвывать победу</b> <b><span style="color:#dcdcaa;font-weight:bold;">ដណ្តើម</span><span style="color:#ce9178;font-weight:bold;">យកជ័យ</span><span style="color:#569cd6;font-weight:bold;">ជំនះ</span> <span style="color:#4ec9b0;font-weight:bold;">បាន</span></b>
завтра	<div style="font-size:1.5em; margin-bottom: 0.5em;">завтра</div><i>нареч.</i> <b><span style="color:#569cd6;font-weight:bold;">ស្អែក</span>, <span style="color:#4ec9b0;font-weight:bold;">ថ្ងៃស្អែក</span></b>; <b>завтра воскресенье</b> <b><span style="color:#c586c0;font-weight:bold;">ស្អែក</span><span style="color:#dcdcaa;font-weight:bold;">ថ្ងៃអាទិត្យ</span></b>; <b>я приду завтра вечером</b> <b><span style="color:#ce9178;font-weight:bold;">ខ្ញុំ</span><span style="color:#569cd6;font-weight:bold;">នឹង</span><span style="color:#4ec9b0;font-weight:bold;">មក</span><span style="color:#c586c0;font-weight:bold;">ថ្ងៃស្អែក</span><span style="color:#dcdcaa;font-weight:bold;">ពេលល្ងាច</span></b> ◇ <b>до завтра</b> <i>(говорится при прощании)</i> <b><span style="color:#ce9178;font-weight:bold;">ចាំ</span><span style="color:#569cd6;font-weight:bold;">ស្អែក</span></b>
завтрак	<div style="font-size:1.5em; margin-bottom: 0.5em;">завтрак</div>, -а <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">បាយព្រឹក</span>, <span style="color:#4ec9b0;font-weight:bold;">ស្រស់ស្រូប</span></b>; <b>приготовить завтрак</b> <b><span style="color:#c586c0;font-weight:bold;">រៀបចំបាយ</span><span style="color:#dcdcaa;font-weight:bold;">ព្រឹក</span></b>; <b>гулять после завтрака</b> <b><span style="color:#ce9178;font-weight:bold;">ដើរ</span><span style="color:#569cd6;font-weight:bold;">កំសាន្ត</span><span style="color:#4ec9b0;font-weight:bold;">បន្ទាប់ពី</span><span style="color:#c586c0;font-weight:bold;">ពេលបាយ</span><span style="color:#dcdcaa;font-weight:bold;">ព្រឹក</span></b>; <b>на завтрак были варёные яйца</b> <b><span style="color:#ce9178;font-weight:bold;">នៅ</span> <span style="color:#569cd6;font-weight:bold;">ពេលបាយ</span><span style="color:#4ec9b0;font-weight:bold;">ព្រឹក</span> <span style="color:#c586c0;font-weight:bold;">មាន</span><span style="color:#dcdcaa;font-weight:bold;">ពងមាន់</span><span style="color:#ce9178;font-weight:bold;">ស្ងោរ</span></b>
завтракать	<div style="font-size:1.5em; margin-bottom: 0.5em;">завтракать</div>, -ю, -ешь, -ют <i>несов.</i>; <b>позавтрака|ть</b>, -ю, -ешь, -ют <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">ហូបបាយ</span><span style="color:#4ec9b0;font-weight:bold;">ព្រឹក</span>, <span style="color:#c586c0;font-weight:bold;">ទទួលទាន</span><span style="color:#dcdcaa;font-weight:bold;">អាហារ</span><span style="color:#ce9178;font-weight:bold;">ពេលព្រឹក</span></b>; <b>мы завтракаем в семь часов утра</b> <b><span style="color:#569cd6;font-weight:bold;">យើង</span> <span style="color:#4ec9b0;font-weight:bold;">ហូបបាយ</span><span style="color:#c586c0;font-weight:bold;">ព្រឹក</span> <span style="color:#dcdcaa;font-weight:bold;">នៅ</span> <span style="color:#ce9178;font-weight:bold;">ម៉ោង</span><span style="color:#569cd6;font-weight:bold;">ប្រាំពីរ</span></b>; <b>сегодня я позавтракал в буфете</b> <b><span style="color:#4ec9b0;font-weight:bold;">ថ្ងៃនេះ</span><span style="color:#c586c0;font-weight:bold;">ខ្ញុំ</span> <span style="color:#dcdcaa;font-weight:bold;">បាន</span> <span style="color:#ce9178;font-weight:bold;">ទទួលទាន</span> <span style="color:#569cd6;font-weight:bold;">អាហារ</span> <span style="color:#4ec9b0;font-weight:bold;">ពេល</span> <span style="color:#c586c0;font-weight:bold;">ព្រឹក</span> <span style="color:#dcdcaa;font-weight:bold;">នៅ</span> <span style="color:#ce9178;font-weight:bold;">តៀមលក់បាយ</span></b>
заговорить	<div style="font-size:1.5em; margin-bottom: 0.5em;">заговорить</div>, -ю, -ишь, -ят <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">និយាយ</span></b>; <b>все заговорили одновременно</b> <b><span style="color:#4ec9b0;font-weight:bold;">ទាំងអស់គ្នា</span> <span style="color:#c586c0;font-weight:bold;">បាន</span> <span style="color:#dcdcaa;font-weight:bold;">ចាប់ផ្ដើម</span><span style="color:#ce9178;font-weight:bold;">និយាយ</span> <span style="color:#569cd6;font-weight:bold;">នៅ</span> <span style="color:#4ec9b0;font-weight:bold;">ពេល</span><span style="color:#c586c0;font-weight:bold;">ជាមួយគ្នា</span></b>
задавать	<div style="font-size:1.5em; margin-bottom: 0.5em;">задавать</div>, -ю, -ёшь, -ют <i>несов.</i>; <b>зада|ть</b>, -м, -шь, -ст, <b>задад|им</b>, -ите, -ут <i>(прош. задал, задала, задал|о, -и)</i> <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">ចោទ</span><span style="color:#4ec9b0;font-weight:bold;">សំនួរ</span>, <span style="color:#c586c0;font-weight:bold;">ដាក់អោយ</span></b>; <b>задавать уроки на дом</b> <b><span style="color:#dcdcaa;font-weight:bold;">ដាក់</span><span style="color:#ce9178;font-weight:bold;">មេរៀន</span><span style="color:#569cd6;font-weight:bold;">អោយ</span><span style="color:#4ec9b0;font-weight:bold;">ធ្វើ</span> <span style="color:#c586c0;font-weight:bold;">នៅ</span> <span style="color:#dcdcaa;font-weight:bold;">ផ្ទះ</span></b> ◇ <b>задавать вопрос</b> <b><span style="color:#ce9178;font-weight:bold;">ចោទ</span><span style="color:#569cd6;font-weight:bold;">សំនួរ</span>, <span style="color:#4ec9b0;font-weight:bold;">ចោទសួរ</span></b>
задание	<div style="font-size:1.5em; margin-bottom: 0.5em;">задание</div>, -я <i>с</i> 1. <b><span style="color:#569cd6;font-weight:bold;">ការ</span><span style="color:#4ec9b0;font-weight:bold;">បំពេញ</span><span style="color:#c586c0;font-weight:bold;">កិច្ច</span>, <span style="color:#dcdcaa;font-weight:bold;">ការ</span><span style="color:#ce9178;font-weight:bold;">បំពេញ</span><span style="color:#569cd6;font-weight:bold;">បទបញ្ជា</span></b>; <b>дать задание</b> <b><span style="color:#4ec9b0;font-weight:bold;">ប្រគល់</span><span style="color:#c586c0;font-weight:bold;">ភារៈ</span><span style="color:#dcdcaa;font-weight:bold;">អោយ</span><span style="color:#ce9178;font-weight:bold;">បំពេញ</span><span style="color:#569cd6;font-weight:bold;">កិច្ច</span></b>; <b>получить важное задание</b> <b><span style="color:#4ec9b0;font-weight:bold;">ទទួលភារៈ</span><span style="color:#c586c0;font-weight:bold;">បំពេញ</span><span style="color:#dcdcaa;font-weight:bold;">កិច្ច</span><span style="color:#ce9178;font-weight:bold;">មួយ</span><span style="color:#569cd6;font-weight:bold;">យ៉ាង</span><span style="color:#4ec9b0;font-weight:bold;">សំខាន់</span></b>; <b>поехать работать на стройку по заданию комсомола</b> <b><span style="color:#c586c0;font-weight:bold;">ទៅ</span><span style="color:#dcdcaa;font-weight:bold;">ធ្វើការ</span> <span style="color:#ce9178;font-weight:bold;">នៅ</span> <span style="color:#569cd6;font-weight:bold;">ការដ្ឋាន</span><span style="color:#4ec9b0;font-weight:bold;">តាម</span><span style="color:#c586c0;font-weight:bold;">បទបញ្ជា</span><span style="color:#dcdcaa;font-weight:bold;">របស់</span><span style="color:#ce9178;font-weight:bold;">អង្គការ</span><span style="color:#569cd6;font-weight:bold;">កុំ</span><span style="color:#4ec9b0;font-weight:bold;">សូល</span></b> 2. <i>(уроки)</i> <b><span style="color:#c586c0;font-weight:bold;">លំហាត់</span>, <span style="color:#dcdcaa;font-weight:bold;">កិច្ចការ</span><span style="color:#ce9178;font-weight:bold;">សំរាប់</span><span style="color:#569cd6;font-weight:bold;">បំពេញ</span> <span style="color:#4ec9b0;font-weight:bold;">នៅ</span> <span style="color:#c586c0;font-weight:bold;">ផ្ទះ</span></b>; <b>домашнее задание</b> <b><span style="color:#dcdcaa;font-weight:bold;">កិច្ចការ</span><span style="color:#ce9178;font-weight:bold;">សំរាប់</span><span style="color:#569cd6;font-weight:bold;">បំពេញ</span> <span style="color:#4ec9b0;font-weight:bold;">នៅ</span> <span style="color:#c586c0;font-weight:bold;">ផ្ទះ</span></b>
задать	<div style="font-size:1.5em; margin-bottom: 0.5em;">задать</div><i>см.</i> <b>задавать</b>
задача	<div style="font-size:1.5em; margin-bottom: 0.5em;">задача</div>, -и <i>ж</i> 1. <b><span style="color:#569cd6;font-weight:bold;">ភារកិច្ច</span></b>; <b>очередные задачи народного хозяйства</b> <b><span style="color:#4ec9b0;font-weight:bold;">ភារកិច្ច</span><span style="color:#c586c0;font-weight:bold;">ជាបន្តបន្ទាប់</span><span style="color:#dcdcaa;font-weight:bold;">នៃ</span><span style="color:#ce9178;font-weight:bold;">ការក</span><span style="color:#569cd6;font-weight:bold;">សាង</span><span style="color:#4ec9b0;font-weight:bold;">សេដ្ឋកិច្ចជាតិ</span></b>; <b>поставить перед собой задачу</b> <b><span style="color:#c586c0;font-weight:bold;">ដាក់</span><span style="color:#dcdcaa;font-weight:bold;">ភារកិច្ច</span><span style="color:#ce9178;font-weight:bold;">ចំពោះមុខ</span><span style="color:#569cd6;font-weight:bold;">សំរាប់</span><span style="color:#4ec9b0;font-weight:bold;">ខ្លួន</span></b> 2. <i>(мат., физ. и т. п.)</i> <b><span style="color:#c586c0;font-weight:bold;">ចំណោទ</span>, <span style="color:#dcdcaa;font-weight:bold;">លំហាត់</span></b>; <b>трудная задача по химии</b> <b><span style="color:#ce9178;font-weight:bold;">លំហាត់</span><span style="color:#569cd6;font-weight:bold;">គីមី</span><span style="color:#4ec9b0;font-weight:bold;">ពិបាក</span><span style="color:#c586c0;font-weight:bold;">ខាង</span><span style="color:#dcdcaa;font-weight:bold;">គីមី</span></b>; <b>решить задачу</b> <b><span style="color:#ce9178;font-weight:bold;">ដោះស្រាយ</span><span style="color:#569cd6;font-weight:bold;">ចំណោទ</span>, <span style="color:#4ec9b0;font-weight:bold;">ធ្វើចំណោទ</span></b>
задний	<div style="font-size:1.5em; margin-bottom: 0.5em;">задний</div>, -яя, -ее, -ие 1. <b><span style="color:#569cd6;font-weight:bold;">ក្រោយ</span>, <span style="color:#4ec9b0;font-weight:bold;">ខាងក្រោយ</span></b>; <b>задний вагон</b> <b><span style="color:#c586c0;font-weight:bold;">ទូរថភ្លើង</span><span style="color:#dcdcaa;font-weight:bold;">ខាងក្រោយ</span></b>; <b>заднее колесо</b> <b><span style="color:#ce9178;font-weight:bold;">កង់</span><span style="color:#569cd6;font-weight:bold;">ក្រោយ</span></b> 2. <i>(направленный назад)</i> <b><span style="color:#4ec9b0;font-weight:bold;">ក្រោយ</span>, <span style="color:#c586c0;font-weight:bold;">ថយក្រោយ</span></b>; <b>двигаться задним ходом</b> <b><span style="color:#dcdcaa;font-weight:bold;">ធ្វើ</span><span style="color:#ce9178;font-weight:bold;">ចលនា</span><span style="color:#569cd6;font-weight:bold;">ថយក្រោយ</span>, <span style="color:#4ec9b0;font-weight:bold;">ថយក្រោយ</span></b>
задуматься	<div style="font-size:1.5em; margin-bottom: 0.5em;">задуматься</div>, -юсь, -ешься, -ются <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">នឹកគិត</span>, <span style="color:#4ec9b0;font-weight:bold;">គិត</span><span style="color:#c586c0;font-weight:bold;">មៃ</span></b>; <b>задуматься о будущем</b> <b><span style="color:#dcdcaa;font-weight:bold;">នឹកគិត</span><span style="color:#ce9178;font-weight:bold;">អំពី</span><span style="color:#569cd6;font-weight:bold;">អនាគតកាល</span></b>; <b>о чём вы задумались?</b> <b><span style="color:#4ec9b0;font-weight:bold;">អ្នក</span> <span style="color:#c586c0;font-weight:bold;">បាន</span> <span style="color:#dcdcaa;font-weight:bold;">នឹកគិត</span><span style="color:#ce9178;font-weight:bold;">ទៅណា</span>?, <span style="color:#569cd6;font-weight:bold;">អ្នក</span> <span style="color:#4ec9b0;font-weight:bold;">បាន</span> <span style="color:#c586c0;font-weight:bold;">គិតមមៃ</span><span style="color:#dcdcaa;font-weight:bold;">អំពីអ្វី</span>?</b>; <b>задуматься над решением задачи</b> <b><span style="color:#ce9178;font-weight:bold;">នឹកគិត</span><span style="color:#569cd6;font-weight:bold;">ចំពោះ</span><span style="color:#4ec9b0;font-weight:bold;">ការ</span><span style="color:#c586c0;font-weight:bold;">ធ្វើចំណោទ</span>, <span style="color:#dcdcaa;font-weight:bold;">រក</span><span style="color:#ce9178;font-weight:bold;">ចំណោទ</span></b>
зажечь	<div style="font-size:1.5em; margin-bottom: 0.5em;">зажечь</div><i>см.</i> <b>зажигать</b>
зажигать	<div style="font-size:1.5em; margin-bottom: 0.5em;">зажигать</div>, -ю, -ешь, -ют <i>несов.</i>; <b>зажечь</b>, <b>зажг|у</b>, <b>зажжёшь</b>, <b>зажгут</b> <i>(прош. зажёг, зажгл|а, -о, -и)</i> <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">អុជ</span>, <span style="color:#4ec9b0;font-weight:bold;">ដុត</span></b>; <b>зажигать огонь</b> <b><span style="color:#c586c0;font-weight:bold;">ដុតភ្លើង</span></b>; <b>зажечь спичку</b> <b><span style="color:#dcdcaa;font-weight:bold;">គូស</span><span style="color:#ce9178;font-weight:bold;">ឈើគូស</span></b>; <b>зажечь свет</b> <b><span style="color:#569cd6;font-weight:bold;">បើកភ្លើង</span>, <span style="color:#4ec9b0;font-weight:bold;">អុជ</span><span style="color:#c586c0;font-weight:bold;">ភ្លើង</span></b>
зайти	<div style="font-size:1.5em; margin-bottom: 0.5em;">зайти</div><i>см.</i> <b>заходить</b>
заказ	<div style="font-size:1.5em; margin-bottom: 0.5em;">заказ</div>, -а <i>м</i> <b><span style="color:#569cd6;font-weight:bold;">ការបញ្ជា</span> <span style="color:#4ec9b0;font-weight:bold;">ទិញ</span>, <span style="color:#c586c0;font-weight:bold;">ការ</span> <span style="color:#dcdcaa;font-weight:bold;">ធ្វើ</span> <span style="color:#ce9178;font-weight:bold;">សំណើ</span> <span style="color:#569cd6;font-weight:bold;">ទិញ</span></b>; <b>по заказу</b> <b><span style="color:#4ec9b0;font-weight:bold;">តាម</span><span style="color:#c586c0;font-weight:bold;">បញ្ជា</span>, <span style="color:#dcdcaa;font-weight:bold;">តាម</span><span style="color:#ce9178;font-weight:bold;">បញ្ជា</span> <span style="color:#569cd6;font-weight:bold;">ទិញ</span></b>; <b>выполнить заказ</b> <b><span style="color:#4ec9b0;font-weight:bold;">បំពេញ</span><span style="color:#c586c0;font-weight:bold;">តាម</span><span style="color:#dcdcaa;font-weight:bold;">បញ្ជា</span> <span style="color:#ce9178;font-weight:bold;">ទិញ</span></b>; <b>принять заказ</b> <b><span style="color:#569cd6;font-weight:bold;">ទទួលបញ្ជា</span> <span style="color:#4ec9b0;font-weight:bold;">ទិញ</span></b>
заказать	<div style="font-size:1.5em; margin-bottom: 0.5em;">заказать</div><i>см.</i> <b>заказывать</b>
заказывать	<div style="font-size:1.5em; margin-bottom: 0.5em;">заказывать</div>, -ю, -ешь, -ют <i>несов.</i>; <b>заказа|ть</b>, <b>закажу</b>, <b>закаж|ешь</b>, -ут <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">សុំ</span>, <span style="color:#4ec9b0;font-weight:bold;">បញ្ជា</span></b>; <b>заказывать билеты на поезд</b> <b><span style="color:#c586c0;font-weight:bold;">សុំ</span> <span style="color:#dcdcaa;font-weight:bold;">ទិញ</span> <span style="color:#ce9178;font-weight:bold;">សំបុត្រ</span><span style="color:#569cd6;font-weight:bold;">ទូរថភ្លើង</span><span style="color:#4ec9b0;font-weight:bold;">ជាមុន</span></b>; <b>заказать обед в ресторане</b> <b><span style="color:#c586c0;font-weight:bold;">បញ្ជា</span> <span style="color:#dcdcaa;font-weight:bold;">អោយ</span> <span style="color:#ce9178;font-weight:bold;">រៀបចំ</span> <span style="color:#569cd6;font-weight:bold;">សាយភត្ត</span> <span style="color:#4ec9b0;font-weight:bold;">នៅ</span> <span style="color:#c586c0;font-weight:bold;">ភោជនីយដ្ឋាន</span></b>; <b>заказать разговор по телефону</b> <b><span style="color:#dcdcaa;font-weight:bold;">ស្នើសុំ</span><span style="color:#ce9178;font-weight:bold;">និយាយ</span><span style="color:#569cd6;font-weight:bold;">តាម</span><span style="color:#4ec9b0;font-weight:bold;">ទូរស័ព្ទ</span></b>
заключать	<div style="font-size:1.5em; margin-bottom: 0.5em;">заключать</div>, -ю, -ешь, -ют <i>несов.</i>; <b>заключ|ить</b>, -у, -ишь, -ат <i>сов.</i> <b><span style="color:#569cd6;font-weight:bold;">ចុះ</span>, <span style="color:#4ec9b0;font-weight:bold;">ចុះ</span><span style="color:#c586c0;font-weight:bold;">កិច្ចព្រមព្រៀង</span></b>; <b>заключать договор</b> <b><span style="color:#dcdcaa;font-weight:bold;">ចុះសន្ធិសញ្ញា</span>, <span style="color:#ce9178;font-weight:bold;">ចុះ</span><span style="color:#569cd6;font-weight:bold;">កិច្ចព្រមព្រៀង</span></b>; <b>заключить мир</b> <b><span style="color:#4ec9b0;font-weight:bold;">ចុះសន្ធិសញ្ញា</span><span style="color:#c586c0;font-weight:bold;">ស្តីអំពី</span><span style="color:#dcdcaa;font-weight:bold;">សន្តិភាព</span></b>
